Words,Tags
fats,NNS
amino,JJ
acids,NNS
480,CD
460.05,CD
juncture,NN
falters,VBZ
Sabine,NNP
Hub,NNP
Erath,NNP
CFTC,NNP
McFadden,NNP
tarnished,VBN
Lou,NNP
Guttman,NNP
Comex,NNP
Staloff,NNP
bereft,JJ
indictments,NNS
subpoenas,NNS
lax,JJ
levied,VBD
fewest,JJS
Conway,NNP
policing,VBG
pits,NNS
out-of-state,JJ
Periodically,RB
verifiable,JJ
24-hour,JJ
Globex,NNP
ATS\/2,NNP
Clearing,NNP
Frawley,NNP
1.10,CD
1.1580,CD
1.22,CD
Metals,NNP
374,CD
5.20,CD
485,CD
portend,VB
390,CD
spell,VB
lookout,NN
react,VB
locking,VBG
Grains,NNS
sped,VBN
preferring,VBG
nears,VBZ
Globe,NNP
Mail,NNP
averting,VBG
Torstar,NNP
Lorne,NNP
Slotnick,NNP
Newspaper,NNP
bird,NN
cage,NN
export-boosting,JJ
830,CD
undertook,VBD
commodity-oriented,JJ
attribute,VBP
earthshaking,JJ
Abitibi-Price,NNP
dire,JJ
Boise-Cascade,NNP
Fery,NNP
unbleached,JJ
wood-products,NNS
bleached,JJ
paperboard,NN
tempting,JJ
recommends,VBZ
consumer-oriented,JJ
Shoney,NNP
10.66,CD
indebtedness,NN
585,CD
728,CD
consisted,VBD
121,CD
82.8,CD
ABB,NNP
largest-ever,JJ
Energieproduktiebedrijf,NNP
UNA,NNP
turbogenerator,NN
Hemweg,NNP
Swedish-Swiss,JJ
Utrecht,NNP
857,CD
114.6,CD
currency-exchange,JJ
"570,000",CD
extrusion,NN
778.6,CD
smelter,NN
Hawesville,NNP
bare,JJ
extrusions,NNS
absorb,VB
oversupply,NN
dumping,VBG
muni,JJ
Donna,NNP
Avedisian,NNP
Buyer,NNP
7.9,CD
10.38,CD
taxable-equivalent,JJ
insatiable,JJ
best-performing,JJ
munis,NNS
scramble,NN
Fundamental,JJ
Muni,JJ
crumbling,VBG
rebounds,VBZ
convexity,NN
nearing,VBG
787,CD
729,CD
57.8,CD
tax-exempts,NNS
mayoral,JJ
Appelbaum,NNP
overreacting,VBG
unloading,VBG
Kakumaru,NNP
publicize,VB
Swiss-based,JJ
pay-in-kind,JJ
quarter-point,NN
8\/32,CD
REMICs,NNS
27.90,CD
catastrophic,JJ
4.90,CD
Coverage,NNP
catastrophic-care,NN
surtax,NN
less-sweeping,JJ
stop-loss,NN
prevails,VBZ
33.90,CD
Lockheed,NNP
Aeronautical,NNP
furloughs,NNS
attrition,NN
retirements,NNS
illusionary,JJ
Pattison,NNP
30%-owned,JJ
Innopac,NNP
aggregate,JJ
137.8,CD
117.3,CD
291.6,CD
252,CD
Fabi,NNP
positively,RB
Mobil,NNP
Leominster,NNP
PROGRAM,NN
TRADING,NN
machine-tool,JJ
42-a-share,JJ
"170,330,000",CD
2596.72,CD
17.01,CD
1190.43,CD
14.76,CD
215.86,CD
3406.31,CD
129.49,CD
0.27,CD
130.80,CD
0.24,CD
0.45,CD
0.0100,CD
decimal,JJ
shillings,NNS
weights,NNS
yards,NNS
colonists,NNS
metrics,NNS
1807,CD
mathematician,NN
Geodetic,NNP
meter,NN
Businessmen,NNS
Metric,NNP
Conversion,NNP
jokes,NNS
six-footer,NN
yardstick,NN
inchworm,NN
wheelbases,NNS
Farm-machine,NN
Caterpillar,NNP
Tascher,NNP
Everyman,NNP
sticks,VBZ
Soldiers,NNS
Whittle,NNP
satellite-delivered,JJ
238,CD
Knoxville,NNP
Installation,NN
19-inch,JJ
classrooms,NNS
parochial,JJ
canvassed,VBN
Subscribing,VBG
12-minute,JJ
Subscribers,NNS
Classroom,NNP
ad-free,JJ
public-TV,NN
Educator,NNP
instructional,JJ
"1,290",CD
919,CD
five-week,JJ
subscribed,VBN
Withrow,NNP
Bruner,NNP
Schools,NNP
28-question,JJ
quiz,NN
absences,NNS
Advertisers,NNS
Dillon,NNP
Read,NNP
H,NNP
Carriers,NNP
Chemex,NNP
Comcast,NNP
Harmonia,NNP
"4,750,000",CD
Healthsource,NNP
Immune,NNP
Response,NNP
Marsam,NNP
Potash,NNP
Saskatchewan,NNP
"75,075,000",CD
40.86,CD
1989A,NNP
"34,215,000",CD
1989B,NNP
"56,565,000",CD
4th,JJ
"70,315,000",CD
Alternative,NNP
Minimum,NNP
AMT,NNP
"786,860,000",CD
729.04,CD
57.82,CD
Pending,NNP
Octel,NNP
"1,384,119",CD
23.31,CD
24.25,CD
Milpitas,NNP
voice-processing,JJ
"730,070",CD
unadited,JJ
dealer-to-dealer,JJ
Closed,JJ
Funds,NNS
Flexible,JJ
Ex-dividend,NN
Translated,VBN
e,SYM
f,SYM
z,SYM
Wham,UH
Bam,UH
Twice,RB
peaking,VBG
2791.41,CD
194.69,CD
eclipsing,VBG
iffy,JJ
Opinions,NNS
crumbled,VBD
revealed,VBD
Jarrett,NNP
near-panic,NN
briefly,NN
scary,JJ
all-in-all,RB
Connolly,NNP
linkages,NNS
Carried,VBN
propping,VBG
LBOs,NNS
Walmart,NNP
frothy,JJ
sobered,VBD
ebullient,JJ
sanguine,JJ
props,NNS
accompanies,VBZ
arithmetic,NN
troubling,JJ
M&A,NNP
headlines,NNS
unanswerable,JJ
disappointments,NNS
"1,108",CD
92.42,CD
13.4,CD
Richfield,NNP
outgained,VBD
Hecla,NNP
Minerals,NNPS
Placer,NNP
Pegasus,NNP
Corona,NNP
Dividend-related,JJ
Himont,NNP
majority-owned,JJ
shards,NNS
severing,VBG
DC-10,NNP
hydraulic,JJ
retrieval,NN
CF6-6,NNP
alpha,NN
ultrasonic,JJ
water-submersion,JJ
City-type,JJ
mountaintop,NN
Tibet,NNP
perilously,RB
Lanzhou,NNP
Glaciology,NNP
Geocryology,NNP
glacial,JJ
temperatures,NNS
half-century,NN
warmed,VBN
pollutants,NNS
melt,VB
polar,JJ
caps,NNS
oceans,NNS
flooding,NN
coastal,JJ
reconstruct,VB
Lonnie,NNP
oxygen,NN
evaporation,NN
atoms,NNS
Analysis,NNP
Dunde,NNP
plateau,NN
1937-87,CD
50-year,JJ
Ice,NNP
ice-core,NN
dioxide,NN
burning,NN
fossil,JJ
escaping,VBG
uniformly,RB
1900,CD
unexplained,JJ
Climate,NN
varies,VBZ
Greenland,NNP
Telxon,NNP
Bufton,NNP
950,CD
retrenchment,NN
60-40,JJ
70-30,JJ
garner,VB
chairmen,NNS
subcommittees,NNS
243.2,CD
junctures,NNS
66.8,CD
veterans,NNS
allocations,NNS
disguise,VB
awakened,VBN
wounded,VBN
caribou,NN
wolves,NNS
grazing,NN
parked,VBN
slow-spending,JJ
faster-spending,JJ
scorekeeping,NN
ostensibly,RB
rocket-motor,NN
influence-peddling,NN
Democratic-controlled,JJ
space-station,NN
Traxler,NNP
Foley,NNP
"510,000",CD
subsidy,NN
retention,NN
Hamakua,NN
ponds,NNS
Farney,NNP
fanned,VBD
sharecroppers,NNS
southeastern,JJ
Fortunately,RB
eight-year-old,NN
blessed,VBN
mechanized,JJ
mainstream,NN
grandchildren,NNS
great-grandchildren,NNS
lands,NNS
allotments,NNS
handsome,JJ
prosper,VB
slavery,NN
Metro,NNP
Sadly,RB
spiral,NN
job-training,NN
apathetic,JJ
fodder,NN
Coffee-shop,NN
teen,JJ
parental,JJ
guidance,NN
alienates,VBZ
infant-mortality,NN
right-wingers,NNS
mayors,NNS
abstinence,NN
Falls,NNP
Humphries,NNP
Aw,UH
fellas,NNS
originated,VBN
Singin,VBG
Clarke,NNP
IV,NNP
Hollandale,NNP
Poverty,NN
Sugar,NNP
Ditch,NNP
housed,VBN
high-rise-project,JJ
apartments,NNS
plumbing,NN
rodents,NNS
cockroaches,NNS
nonworking,JJ
patrolled,VBN
Oprah,NNP
Winfrey,NNP
Beulah,NNP
Dee,NNP
undergone,VBN
Producing,NNP
shakeout,NN
oil-finding,JJ
alluded,VBD
work-force,NN
layers,NNS
peeled,VBN
Spruell,NNP
Tex.,NNP
Bakersfield,NNP
midcontinent,JJ
305,CD
Wanted,VBN
scouring,VBG
Gurtz,NNP
income-oriented,JJ
tax-deferred,JJ
confronting,VBG
interest-rate-type,JJ
Bethesda,NNP
Schaeffer,NNP
SHORT-TERM,JJ
MUNICIPALS,NNS
calculators,NNS
municipal-bond,JJ
in-state,JJ
pre-refunded,JJ
no-brainer,NN
Hueglin,NNP
Gabriele,NNP
Cashman,NNP
laddered,JJ
Westerly,NNP
BOND,NN
lengthens,VBZ
Vanguard,NNP
8.6,CD
Term,NNP
equity-like,JJ
DEFERRED,JJ
ANNUITIES,NNS
non-deductible,JJ
compounded,VBN
Aimed,VBN
CD-type,JJ
8.8,CD
Annuities,NNS
MARKET,NN
highest-yielding,JJ
Witman,NNP
Advisor,NNP
Try,VB
intermediate-term,JJ
Advisors,NNP
lower-than-expected,JJ
human-based,JJ
Toseland,NNP
Solomon,NNP
Sobel,NNP
metabolism,NN
endrocrine,JJ
intensively,RB
toxicologist,NN
forensic,JJ
blunted,VBN
hypoglycemia,NN
sweating,NN
anxiety,NN
cramps,NNS
sugary,JJ
onset,NN
unawareness,NN
insulins,NNS
clinically,RB
Diabetic,NNP
Medicines,NNP
Diabetes,NNP
overreact,VB
animal-based,JJ
Indianapolis-based,JJ
Humulin,NNP
Fagershein,NNP
hypoglycemic,JJ
Novo\/Nordisk,NNP
Danish,JJ
SharesBase,NNP
221-person,JJ
costing,VBG
strategists,NNS
forging,VBG
man-hours,NN
melts,VBZ
graph,NN
Strategy,NN
abdicate,VBP
bean,NN
budgeteers,NNS
pork-barrelers,NNS
terminations,NNS
preservation,NN
Strategists,NNS
Step,NN
understate,VBP
Negative,JJ
1990-94,CD
submission,NN
as-yet,RB
undefined,JJ
underfunded,VBN
baseline,NN
examines,VBZ
progressively,RB
Scenario,NN
Constant,JJ
Freeze,NN
reimburses,VBZ
freezes,VBZ
splits,NNS
Scenarios,NNS
169,CD
287,CD
sequestering,NN
relaxation,NN
Joint,NNP
Chiefs,NNPS
strengths,NNS
minimizing,VBG
battlegroups,NNS
prohibitive,JJ
resurrects,VBZ
Zero-Based,NNP
Budgeting,NNP
ZBB,NNP
degenerated,VBD
bean-counting,NN
Anyway,RB
marginalia,NNS
chiefs,NNS
directions,NNS
Produce,VB
gaming,NN
permeating,VBG
irresponsibly,RB
responsibly,RB
idealized,JJ
sequence,NN
discrete,JJ
neutralizes,VBZ
Spinney,NNP
condensed,JJ
essay,NN
Naval,NNP
Proceedings,NNP
Francoise,NNP
Soares-Kemp,NNP
1.8400,CD
142.10,CD
1.5765,CD
141.70,CD
142.75,CD
steadied,VBD
wobbly,JJ
discouraged,VBN
Scalfaro,NNP
decisively,RB
Predictions,NNS
retreats,NNS
confirmation,NN
Malpede,NNP
Refco,NNP
1.5500,CD
six-year,JJ
squabble,NN
stormier,JJR
hovering,VBG
Rendell,NNP
2.8896,CD
2.9511,CD
discount-borrowing,NN
Pound,NNP
softness,NN
5.80,CD
378.30,CD
378.87,CD
disturbed,VBN
Disabilities,NNPS
Harkin,NNP
premise,NN
disabled,JJ
crabby,JJ
do-gooders,NNS
Quite,RB
Handicapped,NNP
hoodwinked,VBN
deliberations,NNS
disabilities,NNS
firsthand,RB
addressed,VBN
lonely,JJ
wheelchair,NN
mockingly,RB
Emancipation,NNP
Proclamation,NNP
Swift,NNP
Parrino,NNP
Chairperson,NNP
franchises,NNS
"1,745,000",CD
"3,027,330",CD
commmon,JJ
18.9,CD
Appalachian,NNP
44.2,CD
2013,CD
109.66,CD
Eurostat,NNP
month-to-month,JJ
Efforts,NNS
futures-exchange,NN
aspirations,NNS
Kong-dollar,NN
Hibor,NNP
Eurodollar,NN
U.S.-dollar,NN
Gilmore,NNP
envy,NN
stock-index-futures,NNS
verged,VBD
swallowing,VBG
"21,687",CD
"27,000",CD
Hongkong,NNP
Shanghai,NNP
Chartered,NNP
HK$,$
solves,VBZ
Cheng,NNP
healed,VBN
clearinghouse,NN
cautions,VBZ
defaulted,VBD
unlimited,JJ
taxi,NN
amahs,NNS
Rory,NNP
Bullion,NNP
Oji,NNP
Jujo,NNP
23.11,CD
163.3,CD
22.76,CD
232.12,CD
206.87,CD
12.43,CD
11.66,CD
20.48,CD
19.51,CD
newsprints,NNS
221.61,CD
200.70,CD
processed,VBN
miscellaneous,JJ
477.00,CD
420.68,CD
45.00,CD
47.17,CD
23.500,CD
23.031,CD
13.05,CD
13.02,CD
195.19,CD
179.916,CD
6.47,CD
14.95,CD
14.44,CD
157.78,CD
143.88,CD
400.0,CD
366.89,CD
23.0,CD
25.51,CD
sacred,JJ
Nowak,NNP
redeployment,NN
attaches,VBZ
Norge,NNP
A\/S,NNP
Veslefrikk,NNP
Erdolversorgungs,NNP
reappraised,VBN
Wagg,NNP
99.625,CD
9.324,CD
noncallable,JJ
Baa-2,JJ
triple-B-plus,JJ
Allegany,NNP
three-part,JJ
156.7,CD
Tampa,NNP
1996-2000,CD
2023,CD
remarketings,NNS
single-A-plus,JJ
1993-2009,CD
7.10,CD
2008,CD
1989-89,CD
33.2,CD
Pricing,NN
Kyushu,NNP
16.03,CD
96.95,CD
11.71,CD
Tap,VB
5.83,CD
Option,NN
borrower,NN
Mandom,NNP
Brake,NNP
Gibraltar,NNP
101.45,CD
Lavaro,NN
Baltimore-based,JJ
MNB,NNP
Backed,NNP
four-family,JJ
99.775,CD
8.28,CD
Bausch,NNP
Lomb,NNP
sunglasses,NNS
melanin,NN
pigment,NN
ultraviolet,NN
rays,NNS
optical,JJ
Photoprotective,NNP
incorporate,VB
lenses,NNS
Jolla,NNP
104,CD
511,CD
469,CD
Diego-based,JJ
Southwest,NNP
rand,NNS
2.28,CD
Governor,NNP
Stals,NNP
Moscom,NNP
"6,420,268",CD
4.375,CD
funeral,JJ
cemetery,NN
175.4,CD
traveler,NN
Vincent,NNP
Jolivet,NNP
Kenmore,NNP
Groupement,NNP
Foncier,NNP
Francais,NNP
Nouveaux,NNP
Constructeurs,NNP
2.76,CD
443,CD
256.18,CD
"6,499",CD
"9,999",CD
preceding,VBG
"24,999",CD
BIP,NNP
32.99,CD
"1,015",CD
528,CD
84.7,CD
30.84,CD
Generale,NNP
6.11,CD
6.45,CD
11.9,CD
279.39,CD
249.68,CD
3.26,CD
Pershare,JJ
4.97,CD
5.40,CD
Rolled,VBN
35.23,CD
airconditioner,JJR
cables,NNS
153.93,CD
Wiesbaden,NNP
Baden-Wuerttemberg,NNP
Rhine-Westphalia,NNP
Bavaria,NNP
Hesse,NNP
Outokumpu,NNP
Refining,NN
46.8,CD
"34,500",CD
cathode,NN
1.388,CD
9.81,CD
fifth-consecutive,JJ
745.7,CD
642,CD
year-on-year,JJ
lubricants,NNS
Brockville,NNP
lubricant,NN
malfunctions,NNS
Gilchrist,NNP
Amicable,NNP
Glasgow,NNP
9.63,CD
market-system,NN
breakdowns,NNS
tossed,VBD
disgust,NN
SEAQ,NNP
automated-quotation,NN
Manic,NNP
price-reporting,NN
non-firm,JJ
phones,NNS
Continent,NN
disgusted,JJ
helplessly,RB
blackboard,NN
restarted,VBN
stock-trading,NN
six-foot,JJ
telexes,NNS
BSN,NNP
Elf,NNP
Aquitaine,NNP
order-imbalance,NN
Fleming,NNP
2.175,CD
14.3,CD
9.671,CD
underscores,VBZ
fragmented,JJ
localized,JJ
transact,VB
Meantime,RB
Dieter,NNP
Bauernfeind,NNP
Bourse,NNP
"290,541",CD
"276,334",CD
"313,125",CD
"12,573,758",CD
"11,742,368",CD
Trinova,NNP
repurchased,VBD
"29,700",CD
32.125,CD
Calgene,NNP
Gustafson,NNP
biological,JJ
aflatoxin,NN
encapsulate,VB
microbes,NNS
Bacillus,NN
subtilis,NNS
bacterium,NN
Morinaga,NNP
Aflatoxin,NN
molds,NNS
peanut,NN
Zygmunt,NNP
Tyszkiewicz,NNP
confederation,NN
Unice,NNP
acronym,NN
Confederations,NNPS
diversity,NN
adapt,VB
social-affairs,NNS
bridging,VBG
barrier-free,JJ
unattainable,JJ
norms,NNS
rebutted,VBN
rotating,VBG
Declaration,NNP
Bruno,NNP
DeGol,NNP
Lumber,NNP
Gallitzin,NNP
pile,NN
furiously,RB
Sharpshooter,NNP
freshly,RB
drilled,VBN
roustabout,NN
ladder,NN
three-foot,JJ
wrench,NN
fitting,JJ
six-day,JJ
13-hour,JJ
desolate,JJ
dunes,NNS
yard,NN
draconian,JJ
drillers,NNS
gingerly,RB
bits,NNS
crust,NN
wallets,NNS
Oil-tool,NN
edging,VBG
Mideast,JJ
calmed,VBN
squabbling,NN
Exporting,NNP
Burk,NNP
Andersen,NNP
prod,VB
equilibrium,NN
OPEC,NNP
blowup,NN
soup,NN
Cox,NNP
roller-coaster,NN
predictability,NN
motorists,NNS
surprises,NNS
Zaves,NNP
fuel-services,NNS
gallons,NNS
Henson,NNP
precipitous,JJ
roller,NN
coaster,NN
pitched,VBN
Caracas,NNP
kingpin,NN
quota-cheaters,NNS
Iran-Iraq,NNP
confidently,RB
Hisham,NNP
Nazer,NNP
Secretary-General,NNP
Subroto,NNP
opportune,JJ
Persian,NNP
irritates,VBZ
self-imposed,JJ
legitimize,VB
Iranian,JJ
Nordine,NNP
Ait-Laoussine,NNP
Algerian,NNP
gun-shy,JJ
J,NNP
oil-production,NN
Querecho,NNP
rumble,VBP
burly,JJ
150-foot-tall,JJ
rig,NN
Sniper,NNP
wells,NNS
foreman,NN
Tommy,NNP
Folsom,NNP
ponying,VBG
half-interest,NN
no-mistakes,JJ
stifling,VBG
Covey,NNP
bargain-basement,NN
hunger,NN
Kadane,NNP
southwestern,JJ
wildcat,NN
oil-service,NN
drill-bit,NN
boat,NN
rigs,NNS
boats,NNS
Schlumberger,NNP
pleasant,JJ
Dun,NNP
Bradstreet,NNP
18-to-$19,JJ
roughnecks,NNS
roustabouts,NNS
mud-logger,NN
Butch,NNP
McCarty,NNP
oil-field,NN
booms,NNS
setbacks,NNS
spur-of-the-moment,JJ
Cloudcroft,NNP
"14,505",CD
holes,NNS
22.4,CD
completions,NNS
992,CD
rotary,JJ
933,CD
offshore-rig,NN
Wyo.,NNP
Bilbrey,NNP
"15,000-foot",JJ
1-million-plus,JJ
Zel,NNP
Herring,NNP
cook,NN
Sandhills,NNP
Luncheon,NNP
Cafe,NNP
11:30,CD
whips,VBZ
hamburgers,NNS
grilled,JJ
roast,NN
jalapeno,JJ
pepper,NN
salad,NN
baked,JJ
beans,NNS
pudding,NN
iced,JJ
4.50,CD
Arrow,NNP
Roustabouts,NNPS
backhoe,NN
supervisor,NN
vault,NN
money-laundering,NN
funneling,VBG
fictitious,JJ
arrests,NNS
Arrested,VBN
Lopez,NNP
Whittier,NNP
Huerta,NNP
Puente,NNP
Arroyo,NNP
Ignacio,NNP
Rojas,NNP
Doris,NNP
Moreno,NNP
Gardens,NNPS
Azucena,NNP
Geno,NNP
Apicella,NNP
Terrell,NNP
Hawthorne,NN
torpedo,VB
debt-ridden,JJ
20%-owned,JJ
IXL,NNP
Dorfman,NNP
Matters,NNS
Pros,NNS
Hit,VBP
Theorists,NNS
Hurts,VBZ
proudly,RB
undergraduate,NN
proclaim,VB
yearlong,JJ
outperforms,VBZ
inconsistent,JJ
"166,537",CD
"127,446",CD
pro-selected,JJ
compensations,NNS
undiversifiable,JJ
compensated,VBN
forsaken,VBN
four-stock,JJ
dart,NN
throwers,NNS
"112,383",CD
selecting,VBG
Hein,NNP
Tech,NNP
Lubbock,NNP
Dartboard,NN
efficient-market,NN
Dynascan,NNP
Meltzer,NNP
Likins,NNP
Lehigh,NNP
motion-control,NN
Thefts,NNS
Agents,NNPS
Jittery,JJ
BEING,VBG
TRAVEL,NN
travel-agency,NN
"3,632",CD
Airline,NNP
Reporting,NNP
robberies,NNS
vacationers,NNS
Willy,NNP
LLerena,NNP
Bello,NNP
describing,VBG
temple,NN
open-door,JJ
buzzer,NN
Bud,NNP
Conner,NNP
confiscating,VBG
scanners,NNS
Texans,NNPS
Get,VB
Reasonable,JJ
Rental,NNP
CONSUMER,NN
collision-damage,NN
6.99,CD
Lag,NN
Jets,NNS
IF,IN
YOUR,JJ
FLIGHT,NN
20-hour,JJ
controllers,NNS
Matt,NNP
Finucane,NNP
zombies,NNS
Galipault,NNP
public-interest,JJ
Worthington,NNP
GOLF,NN
HAS,VBZ
BECOME,VB
Simulated,JJ
17.12,CD
5.11,CD
Huggins,NNP
controller,NN
Harte-Hanks,NNP
entertainers,NNS
salubrious,JJ
indexing,NN
House-passed,JJ
tax-reducing,VBG
indexation,NN
Dornan,NNP
frees,VBZ
inflation-created,JJ
confiscation,NN
forgo,VB
aftertax,JJ
gravest,JJS
phenomena,NNS
Sigurd,NNP
Hersly,NNP
television-related,JJ
O.P.,NNP
Leubert,NNP
Chyron,NNP
telesystems,NNS
horticultural-products,NNS
soil-nutrients,NNS
Grace-Sierra,NNP
Horticultural,NNP
nurseries,NNS
greenhouses,NNS
rule-making,NN
balance-sheet,NN
supplying,VBG
allowances,NNS
foward,JJ
securites,NNS
polices,NNS
Poughkeepsie,NNP
dissident-shareholder,NN
Sanderson,NNP
poultry,NN
Odell,NNP
Kinder-Care,NNP
Fuqua,NNP
whooping,JJ
cough,NN
non-toxic,JJ
poisons,NNS
inducing,VBG
immunity,NN
pertussis,NN
DPT,NNP
diphtheria,NN
tetanus,NN
allergic,JJ
Bordetella,NN
toxin,NN
poisonous,JJ
Italian-led,JJ
pluck,VB
virulence,NN
Ordinarily,RB
coli,NNS
nonvirulent,JJ
mutation,NN
homologous,RB
recombination,NN
organism,NN
bacterial,JJ
mutant,JJ
Experiments,NNS
non-virulent,JJ
Selavo,NNP
Pissocra,NNP
Hartwell,NNP
three-man,JJ
Rothschilds,NNPS
88-year,JJ
birthplace,NN
glare,NN
Town,NNP
1796,CD
Amschel,NNP
Bankhaus,NNP
M.A.,NNP
sons,NNS
Naples,NNP
19th,JJ
Wilhelm,NNP
Baron,NNP
Elie,NNP
elder,JJR
72-year-old,JJ
patriarch,NN
palatial,JJ
strife,NN
Nazi,JJ
persecution,NN
Nazis,NNPS
Shirer,NNP
Rise,NN
Fall,NN
witnessed,VBN
squads,NNS
SS,NNP
carting,VBG
tapestries,NNS
loot,NN
cousin,NN
assistants,NNS
mainstay,NN
M,NNP
Erich,NNP
Stromeyer,NNP
cross-ownership,NN
6.51,CD
decision-makers,NNS
aura,NN
"538,000",CD
Buffett,NNP
synthetics,NNS
outweigh,VBP
Essentially,RB
sideshow,NN
detracts,VBZ
Harkins,NNP
20-minute,JJ
Lesutis,NNP
rapid-fire,JJ
Bachmann,NNP
Defenders,NNS
defenders,NNS
Margolis,NNP
blaming,VBG
messenger,NN
Yemma,NNP
"44,877",CD
Kegler,NNP
homogenous,JJ
Sandip,NNP
Bhagat,NNP
fares,NNS
Strasbourg,NNP
Inter,NNP
connections,NNS
contents,NNS
reinstated,VBD
Pymm,NNP
Thermometer,NNP
mercury,NN
vapors,NNS
thermometers,NNS
workroom,NN
verdicts,NNS
pre-empt,VB
Holtzman,NNP
worker-safety,NN
salvo,NN
12.45,CD
Speculative,JJ
720,CD
11.60,CD
McCammon,NNP
Select,NNP
prematurely,RB
convening,VBG
foray,NN
relinquished,VBN
Britoil,NNP
smothered,VBN
Coventry,NNP
unlocks,VBZ
rolling-steel,NN
ball-bearing,NN
AB,NNP
SKF,NNP
kronor,NNS
18.46,CD
15.72,CD
10.35,CD
bearings,NNS
1.86,CD
15.7,CD
Tomsho,NNP
Redford,NNP
Kid,NNP
Gets,VBZ
Respect,NN
Around,IN
Misunderstanding,VBG
extremist,NN
wilderness,NN
rivers,NNS
canyons,NNS
Utahans,NNPS
outdoor,JJ
Rifle,NNP
reassessment,NN
environmentally,RB
unsound,JJ
haven,NN
environmentalism,NN
greening,NN
Sammye,NNP
Meadows,NNP
Rushforth,NNP
Bryner,NNP
Heber,NNP
power-plant,NN
dandy,JJ
Wasatch,NNP
Range,NNP
astounds,VBZ
rationalize,VB
self-righteous,JJ
Vranian,NNP
braking,VBG
maniac,NN
Personally,RB
takers,NNS
long-range,JJ
Dyer,NNP
travels,VBZ
trumpeting,VBG
ineffectual,JJ
Curtin,NNP
Windsor,NNP
reinvigorate,VB
Rodrigo,NNP
Sotela,NNP
wracked,VBN
five-nation,JJ
disarm,VB
courtesies,NNS
distate,NN
embargo,NN
communiques,NNS
Presidents,NNS
NCAA,NNP
intercollegiate,JJ
student-athletes,NNS
More-detailed,JJR
Titled,VBN
Students,NNS
athletes,NNS
academe,NN
basketball,NN
high-school,NN
minor-sport,NN
jocks,NNS
extracurricular,JJ
49.8,CD
coaches,NNS
24.8,CD
portrait,NN
pampered,JJ
jock,NN
seven-figure,JJ
pertinent,JJ
questionnaire,NN
"1,240",CD
student-athlete,NN
athlete-student,NN
lied,VBD
Junior,NN
Freshman,NN
athlete,NN
slapping,NN
Sophomore,NN
Playing,VBG
.what,WDT
conditioning,NN
ABUSE,NN
exhaustion,NN
teammates,NNS
collegiate,JJ
fullest,JJS
Somehow,RB
Graduate-student,NN
rumblings,NNS
Knight,NNP
Akron,NNP
college-sports,NNS
paragraph,NN
Schultz,NNP
basketball-cutback,NN
wooed,VBN
late-night,JJ
shuttles,NNS
biology,NN
radicals,NNS
woolly,JJ
Nerds,NNS
Geeks,NNPS
SONG,NNP
SONGsters,NNS
mad,JJ
anti-intellectualism,NN
Academic,NNP
Intellectual,NNP
nerd-and-geek,JJ
Leonid,NNP
Fridman,NNP
graduate-student,NN
attendees,NNS
inaugural,JJ
Membership,NNP
nerds,NNS
calculator-toting,JJ
awkward,JJ
shirt-pocket,NN
pencils,NNS
numerical,JJ
chicken-mutilating,JJ
circus,NN
freaks,NNS
Kahn,NNP
geeks,NNS
nonconformists,NNS
studious,JJ
procrastination,NN
nerdy,JJ
Genius,NN
whizzes,NNS
lasers,NNS
Revenge,NN
runny,JJ
noses,NNS
ill-fitting,JJ
Jaime,NNP
Escalante,NNP
Stand,VB
Deliver,VB
lecture,NN
matchmaking,NN
math,NN
psychobiology,NN
Hopefully,NNP
FDIC,NNP
AEP,NNP
Brendan,NNP
Barba,NNP
Moonachie,NNP
21.25,CD
CRESTMONT,NNP
SAVINGS,NNP
Harrington,NNP
Crestmont,NNP
9.89,CD
oil-industry,NN
governmental,JJ
curtailing,VBG
air-quality,NN
pollute,VB
refined,VBN
crudes,NNS
sulfur,NN
heavy-crude,NN
boasted,VBD
low-sulfur,JJ
light-crude,NN
Ente,NNP
Idrocarburi,NNP
AGIP,NNP
Nigeria,NNP
Libya,NNP
high-octane,JJ
Reviglio,NNP
ENI,NNP
upgrading,VBG
refineries,NNS
Lichtblau,NNP
Refuge,NNP
safely,RB
gas-producing,NN
Poole,NNP
scout,NN
400-day,JJ
Anadarko,NNP
deepest,JJS
grapples,VBZ
methodology,NN
comprehensiveness,NN
authorship,NN
unsigned,JJ
Ekonomicheskaya,NNP
Gazeta,NNP
Abalkin,NNP
manifesto,NN
bolder,JJR
savvy,JJ
couching,VBG
alienate,VB
Seeking,VBG
radical-moderate,JJ
policy-makers,NNS
paths,NNS
PROPERTY,NN
Rigid,JJ
sanctioned,VBN
FINANCES,NNS
mop,VB
LABOR,NN
blows,NNS
PRICES,NN
centrally,RB
overhauled,VBN
Wholesale,JJ
government-set,VBN
Inflation-adjusted,VBN
TRADE,NN
decentralization,NN
Alongside,IN
non-convertible,JJ
vaguest,JJS
Gosplan,NNP
Material,NNP
Gossnab,NNP
Willing,JJ
hood,NN
gadgets,NNS
Flick,NN
Shock,NN
prof,NN
Physiology,NNP
Candid,JJ
Comment,NN
Drybred,NNP
Engelken,NNP
intertwined,VBN
transit-association,NN
Montvale,NNP
rabid,JJ
exploits,NNS
not-so-favorite,JJ
groans,VBZ
clutter,NN
lament,NN
miserly,JJ
Jurisprudence,NN
buffs,NNS
cynic,JJ
